0528-655,HD36705,J0528-6526,05:28:44.788029,-65:26:56.1306720
0530-727,J0529-72,J0529-7245,05:29:30.042282,-72:45:28.5070110
0528+134,J0530+13,J0530+1331,05:30:56.416744, 13:31:55.1503070
0528-250,J0530-25,J0530-2503,05:30:07.962770,-25:03:29.8984620
0529+075,J0532+07,J0532+0732,05:32:38.998447, 07:32:43.3454360
0531+194,J0534+19,J0534+1927,05:34:44.518300, 19:27:21.3780000
0534-611,J0534-61,J0534-6106,05:34:35.772999,-61:06:07.0644950
0534-340,J0536-34,J0536-3401,05:36:28.438300,-34:01:11.3810000
0537-441,J0538-44,J0538-4405,05:38:50.361546,-44:05:08.9381300
0536+145,J0539+14,J0539+1433,05:39:42.366001, 14:33:45.5625720
0537-158,J0539-15,J0539-1550,05:39:32.010159,-15:50:30.3195990
0537-286,J0539-28,J0539-2839,05:39:54.281437,-28:39:55.9465260
0538+474,J0541+47,J0541+4729,05:41:49.194900, 47:29:07.5780000
0537+531,J0541+53,J0541+5312,05:41:16.170000, 53:12:24.8100000
0539-057,J0541-05,J0541-0541,05:41:38.083336,-05:41:49.4271700
0538+498,3C147,J0542+4951,05:42:36.137897, 49:51:07.2338110
0544+273,J0547+27,J0547+2721,05:47:34.148949, 27:21:56.8428690
0550+032,J0552+03,J0552+0313,05:52:50.105000, 03:13:27.0860000
0552+398,DA193,J0555+3948,05:55:30.805607, 39:48:49.1656110
0556+238,J0559+23,J0559+2353,05:59:32.033134, 23:53:53.9274710
0600+177,J0603+17,J0603+1742,06:03:09.130283, 17:42:16.8112490
0600+219,J0603+21,J0603+2159,06:03:51.555800, 21:59:37.7150000
0601+203,J0604+20,J0604+2021,06:04:28.669500, 20:21:22.2320000
0600+442,J0604+44,J0604+4413,06:04:35.626800, 44:13:58.6630000
0602-424,J0604-42,J0604-4225,06:04:25.149000,-42:25:29.9810000
0602+673,J0607+67,J0607+6720,06:07:52.674700, 67:20:55.3450000
0605-085,J0607-08,J0607-0834,06:07:59.699238,-08:34:49.9770850
0606-223,J0608-22,J0608-2220,06:08:59.689400,-22:20:20.8720000
0605+480,J0609+48,J0609+4804,06:09:32.536400, 48:04:15.5710000
0607-157,J0609-15,J0609-1542,06:09:40.949497,-15:42:40.6711850
0611+131,J0613+13,J0613+1306,06:13:57.692753, 13:06:45.4024700
0609+607,J0614+60,J0614+6046,06:14:23.866186, 60:46:21.7559530
0614-349,J0616-34,J0616-3456,06:16:35.981369,-34:56:16.5633960
0615-365,J0617-36,J0617-3634,06:17:32.323910,-36:34:14.8016350
0622-441,J0623-44,J0623-4413,06:23:31.786236,-44:13:02.5417860
0620+389,J0624+38,J0624+3856,06:24:19.021334, 38:56:48.7365300
0622+147,J0625+14,J0625+1440,06:25:45.923900, 14:40:19.7950000
0615+820,J0626+82,J0626+8202,06:26:03.006129, 82:02:25.5680640
0624-058,J0627-05,J0627-0553,06:27:10.096000,-05:53:04.7680000
0627-199,J0629-19,J0629-1959,06:29:23.769200,-19:59:19.5620000
0629-418,J0631-41,J0631-4154,06:31:11.998044,-41:54:26.9454360
0629+104,J0632+10,J0632+1022,06:32:15.351000, 10:22:01.6800000
0637-752,J0635-75,J0635-7516,06:35:46.507915,-75:16:16.8148730
,,J0639-3345,06:39:20.927200,-33:45:59.1410000
0637-337,J0639-33,J0639-3346,06:39:20.904728,-33:46:00.1130240
0636+680,J0642+67,J0642+6758,06:42:04.257383, 67:58:35.6212390
0642-349,J0644-34,J0644-3459,06:44:25.281700,-34:59:42.1400000
0642+214,3C166,J0645+2121,06:45:24.099522, 21:21:51.2021640
0642+449,J0646+44,J0646+4451,06:46:32.025993, 44:51:16.5906790
0646-306,J0648-30,J0648-3044,06:48:14.096447,-30:44:19.6584890
0647-475,J0648-47,J0648-4734,06:48:48.452019,-47:34:27.1855140
0646+600,J0650+60,J0650+6001,06:50:31.249400, 60:01:44.6020000
0648-165,J0650-16,J0650-1637,06:50:24.581877,-16:37:39.7239880
0646+692,J0651+69,J0651+6911,06:51:54.950700, 69:11:12.7200000
0650+371,J0653+37,J0653+3705,06:53:58.282860, 37:05:40.6071890
0651+542,J0655+54,J0655+5408,06:55:14.822300, 54:08:58.4210000
0653+694,J0658+69,J0658+6920,06:58:46.498300, 69:20:49.6950000
0657+172,J0700+17,J0700+1709,07:00:01.525541, 17:09:21.7024170
0700-465,J0701-46,J0701-4634,07:01:34.547085,-46:34:36.6201900
0659+445,J0702+44,J0702+4431,07:02:53.679000, 44:31:11.9400000
0704-231,J0706-23,J0706-2311,07:06:33.478200,-23:11:37.5300000
0707+476,J0710+47,J0710+4732,07:10:46.104893, 47:32:11.1437380
0710+439,J0713+43,J0713+4349,07:13:38.164074, 43:49:17.2050740
0711+146,J0714+14,J0714+1436,07:14:04.635200, 14:36:20.6290000
0711+356,J0714+35,J0714+3534,07:14:24.817572, 35:34:39.7943380
0716+714,J0721+71,J0721+7120,07:21:53.448467, 71:20:36.3638570
0722+145,J0725+14,J0725+1425,07:25:16.807755, 14:25:13.7474340
0723-008,J0725-00,J0725-0054,07:25:50.639965,-00:54:56.5435450
0718+79,0718+792,J0726+7911,07:26:11.735229, 79:11:31.0166490
0725+147,J0728+14,J0728+1437,07:28:10.352900, 14:37:35.9890000
0727-365,J0729-36,J0729-3639,07:29:05.416196,-36:39:45.2423250
0727-115,J0730-11,J0730-1141,07:30:19.112465,-11:41:12.5994120
0732+332,J0735+33,J0735+3307,07:35:55.566000, 33:07:09.4100000
0731+479,J0735+47,J0735+4750,07:35:02.310000, 47:50:08.5160000
0733-174,J0735-17,J0735-1735,07:35:45.812496,-17:35:48.5006370
0735+178,J0738+17,J0738+1742,07:38:07.393750, 17:42:18.9990220
0736-063,J0738-06,J0738-0626,07:38:55.330000,-06:26:59.4000000
0736-303,J0738-30,J0738-3025,07:38:19.792100,-30:25:04.8860000
0736-332,J0738-33,J0738-3322,07:38:16.948997,-33:22:12.7785600
0738-674,J0738-67,J0738-6735,07:38:56.496300,-67:35:50.8256490
0736+017,J0739+01,J0739+0137,07:39:18.033888, 01:37:04.6190460
0733+705,J0739+70,J0739+7023,07:39:23.684700, 70:23:11.7390000
0738+272,J0741+27,J0741+2706,07:41:25.733400, 27:06:45.4350000
0738+313,J0741+31,J0741+3112,07:41:10.703309, 31:12:00.2291620
0743-673,J0743-67,J0743-6726,07:43:31.611517,-67:26:25.5459140
0740+380,J0744+37,J0744+3753,07:44:17.461200, 37:53:17.2060000
0741-063,J0744-06,J0744-0629,07:44:21.660500,-06:29:35.8880000
0742+103,J0745+10,J0745+1011,07:45:33.059509, 10:11:12.6933430
0742+318,J0745+31,J0745+3142,07:45:41.666500, 31:42:56.6090000
0743-006,J0745-00,J0745-0044,07:45:54.082310,-00:44:17.5386330
0743+259,J0746+25,J0746+2549,07:46:25.874193, 25:49:02.1354970
0745-330,J0747-33,J0747-3310,07:47:19.688300,-33:10:47.1270000
0745+241,J0748+24,J0748+2400,07:48:36.109283, 24:00:24.1108650
0748-440,J0749-44,J0749-4412,07:49:42.255600,-44:12:29.5190000
0748+126,J0750+12,J0750+1231,07:50:52.045734, 12:31:04.8290490
0746+483,J0750+48,J0750+4814,07:50:20.426700, 48:14:53.6710000
0748+333,J0751+33,J0751+3313,07:51:53.672300, 33:13:19.7720000
0749+540,J0753+53,J0753+5352,07:53:01.384588, 53:52:59.6376040
0754+100,J0757+09,J0757+0956,07:57:06.642928, 09:56:34.8526950
0758+143,J0801+14,J0801+1414,08:01:33.501000, 14:14:42.4060000
0759+183,J0802+18,J0802+1809,08:02:48.023800, 18:09:49.3020000
0802+103,J0804+10,J0804+1015,08:04:47.954600, 10:15:22.5480000
0802-276,J0804-27,J0804-2749,08:04:51.440400,-27:49:11.3160000
0804-267,J0806-26,J0806-2652,08:06:12.718600,-26:52:33.2450000
0805+410,J0808+40,J0808+4052,08:08:56.652054, 40:52:44.8895570
0804+499,J0808+49,J0808+4950,08:08:39.666286, 49:50:36.5310130
0805-077,J0808-07,J0808-0751,08:08:15.536027,-07:51:09.8853880
0808+019,J0811+01,J0811+0146,08:11:26.707315, 01:46:52.2210850
0809-493,J0811-49,J0811-4929,08:11:08.802634,-49:29:43.5075300
0809+483,J0813+48,J0813+4813,08:13:36.051800, 48:13:02.2620000
0810+460,0810+461,J0814+4556,08:14:30.307000, 45:56:39.4900000
0812-354,0812-355,J0814-3538,08:14:14.646300,-35:38:25.5930000
0812+367,J0815+36,J0815+3635,08:15:25.944845, 36:35:15.1489060
0812-029,J0815-03,J0815-0308,08:15:27.834000,-03:08:26.8470000
0814+425,J0818+42,J0818+4222,08:18:15.999625, 42:22:45.4155080
0818-128,J0820-12,J0820-1258,08:20:57.447594,-12:58:59.1680760
0818+472,J0821+47,J0821+4702,08:21:33.823200, 47:02:37.0680000
0821+394,J0824+39,J0824+3916,08:24:55.483868, 39:16:41.9048420
0820+560,J0824+55,J0824+5552,08:24:47.236374, 55:52:42.6698880
0823+033,J0825+03,J0825+0309,08:25:50.338356, 03:09:24.5210420
0821+621,J0825+61,J0825+6157,08:25:38.612190, 61:57:28.5795690
0823-500,J0825-50,J0825-5010,08:25:26.868895,-50:10:38.4868010
0823-223,J0826-22,J0826-2230,08:26:01.572976,-22:30:27.2026860
0825-202,J0827-20,J0827-2026,08:27:17.208100,-20:26:21.7160000
0826-373,J0828-37,J0828-3731,08:28:04.780256,-37:31:06.2798370
0827+243,J0830+24,J0830+2410,08:30:52.086193, 24:10:59.8211940
0829+046,J0831+04,J0831+0429,08:31:48.876965, 04:29:39.0863490
0829+187,J0832+18,J0832+1832,08:32:16.043500, 18:32:12.1150000
0828+493,J0832+49,J0832+4913,08:32:23.216705, 49:13:21.0387570
0831-445,J0833-44,J0833-4441,08:33:22.315746,-44:41:38.7174640
0831+557,J0834+55,J0834+5534,08:34:54.904018, 55:34:21.0711650
0833-450,J0835-45,J0835-4510,08:35:20.655197,-45:10:35.1532400
0834-201,J0836-20,J0836-2016,08:36:39.215206,-20:16:59.5019950
0834+250,J0837+24,J0837+2454,08:37:40.247200, 24:54:23.0930000
0833+585,J0837+58,J0837+5825,08:37:22.409744, 58:25:01.8455830
0834-196,J0837-19,J0837-1951,08:37:11.182000,-19:51:56.8100000
0837+035,J0839+03,J0839+0319,08:39:49.192600, 03:19:53.6760000
0838+133,J0840+13,J0840+1312,08:40:47.684800, 13:12:23.8790000
0836+710,J0841+70,J0841+7053,08:41:24.365267, 70:53:42.1736760
