#RA,Dec,,,,Peak,,Tot,,,,,,,,Map,,,X,Y
00:10:52.45,-41:53:10.8,1.5,1.7,,6380,191.4,6392,191.8,64.8,45.9,76.3,0,0,   ---,J0020M4,4, 4 1,260.7,965.1
00:42:08.98,-44:14:00.5,1.5,1.7,,5860,175.8,5861,175.8,64.8,51,22.2,0,0,   ---,J0040M4,4,1,579,436.6
00:46:13.53,-42:07:06.6,1.5,1.7,,5006,150.2,6099,183,64.8,60.9,132.8,0,0,   ---,J0040M4,4,1,327.2,915.2
02:00:12.13,-30:53:25.5,1.5,1.7,,5531,166,5597,168,84.9,48.7,66.2,0,0,   ---,J0206M3,2, 1 1,112,565
02:52:46.31,-71:04:36.2,1.5,1.7,,8543,256.3,8545,256.4,47.3,45,1.1,0,0,   ---,J0300M7,2,1,896.8,954.6
04:08:20.28,-65:45:08.5,1.5,1.7,,24440,733.2,24444,733.3,50.1,45,178.1,0,0,   ---,J0400M6,4,1,424.9,114.5
04:08:48.47,-75:07:20.0,1.5,1.7,,20830,624.9,21112,633.4,47,45,174.7,0,0,   ---,J0345M7,6,2,205.8,938.3
04:20:56.19,-62:23:37.6,1.5,1.7,,5617,168.5,5619,168.6,50.1,45.2,81.5,0,0,   ---,J0430M6,4, 1 1,48.5,1100.9
04:40:17.07,-43:33:09.0,1.5,1.7,,5838,175.2,5858,175.8,64.8,51.2,156.9,0,0,   ---,J0440M4,4,1,688.1,591.7
05:19:26.60,-45:45:58.9,1.5,1.7,,15500,465,17134,514,64.8,49.7,89.2,0,0,   ---,J0520M4,4,1,736.8,88.5
05:20:03.29,-45:47:19.6,1.5,1.7,,8050,241.5,43014,1334,143.2,110.5,109.6,135.2,90.6,105.7,J0520M4,4,1,701.9,83.4
05:22:57.84,-36:27:31.0,1.5,1.7,,18877,566.3,22653,679.6,77.9,55.5,117.1,0,0,   ---,J0524M3,6,1,773.2,326.7
06:35:45.05,-75:16:15.3,1.5,1.7,,5376,161.3,5377,161.3,46.4,45.5,56.1,0,0,   ---,J0645M7,6,1,897.4,911.9
07:43:32.63,-67:26:28.6,1.5,1.7,,5408,162.3,5678,170.4,48.5,47.5,107.8,0,0,   ---,J0748M6,8,1,844.9,822.4
08:41:26.19,-75:40:31.1,1.5,1.7,,6278,188.4,6508,195.3,46.9,46.2,51.1,0,0,   ---,J0815M7,6,2,171,758.1
10:18:09.19,-31:44:14.7,1.5,1.7,,5063,151.9,5307,159.3,84.9,52.3,119.9,0,0,   ---,J1012M3,2,1,276.9,417.9
